Investor name,Website,Global HQ,Countries of investment,Stage of investment,Investment thesis,Investor type,First cheque minimum,First cheque maximum,Linkedin
Bread and Butter Ventures,https://www.breadandbutterventures.com/,"370 Wabasha St,  St. Paul MN 55102","USA,Canada","3. Early Revenue,2. Prototype,4. Scaling","We invest in companies innovating in three essential backbone sectors of our economy: food/ag tech, health tech, and enterprise SaaS. ",VC,"$250,000","$750,000",https://www.linkedin.com/company/bread-and-butter-ventures/
Breed Reply,https://www.reply.com/breed-reply/en/,"38 Grosvenor Gardens London SW1W 0EB, UK","Austria,Belgium,Czech Republic,Denmark,Estonia,Bulgaria,Finland,France,Germany,Georgia,Greece,Hungary,Ireland,Italy,Latvia,Liechtenstein,Lithuania,Luxembourg,Netherlands,Norway,Portugal,Romania,Slovenia,Switzerland,Slovakia,Sweden,Spain,UK","3. Early Revenue,4. Scaling","We invest in Seed to Series A startups in the UK and Europe mainly B2B or B2B2C in the IoT, Advanced Manufacturing, Robotics, Agtech, Cyber, Healthtech, AR, AI/ML and a few other spaces.",VC,"$1,000,000","$5,000,000",https://www.linkedin.com/company/breed-reply/
Breega,https://www.breega.com/,"22 rue de Palestro, 75002 Paris, France","France,Spain,UK,Portugal,Germany,Belgium,Switzerland","3. Early Revenue,2. Prototype,1. Idea or Patent","We invest in software, fintech, insurtech, marketplaces, edtech, robotics, deeptech, hardware.

We are an early-stage investor and specialize in Seed and Series A (sometimes even Pre-Seed!) rounds for early-stage companies with some sign of market fit (up and running pilots, engaged users, positive customer feedback, etc.) or high tech solutions with significant market potential.",VC,"$500,000","$5,000,000",https://www.linkedin.com/company/breega/
Bronze Valley,https://bronzevalley.com/,"Birmingham, AL, United States",USA,3. Early Revenue,"We invest in underrepresented founders, especially Black founders, based in Alabama and Georgia.",Other,"$25,000","$100,000",https://www.linkedin.com/company/bronze-valley/
BT Growth Capital,https://www.btgrowthcapital.com/,"208 Dolphin Cove Quay, Stamford, CT 06902, United States","Canada,USA,Mexico,China","1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in early stage start-ups,VC,"$10,000","$75,000",https://www.linkedin.com/company/bt-growth-capital/
Bullish,http://bullish.co/,"135 Bowery, Seventh Floor, New York, New York 10002, US",USA,"1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in early-stage consumer companies in search of remarkability. ,VC,"$250,000","$500,000",https://www.linkedin.com/company/bullish-inc
bValue VC,https://bvalue.vc/,"Al. Ks. J. Poniatowskiego 1, Warszawa, 03–901, PL","Poland,Ukraine,Czech Republic,Slovakia,Bulgaria,Romania,Lithuania,Belarus,Latvia,Estonia","3. Early Revenue,2. Prototype,4. Scaling,5. Growth","We invest in CEE based b2b SaaS and marketplace startups, preferably on first revenue stage with focus on global market.",VC,"$100,000","$500,000",https://www.linkedin.com/company/bvalue.vc
ByFounders,https://byfounders.vc/,Denmark,"Denmark,Norway,Finland,Sweden,Estonia,Lithuania,Latvia","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling",We invest in early stage companies with a Nordic or Baltic connection,VC,"$300,000","$6,000,000",https://www.linkedin.com/company/byfounders/
C4 Ventures,https://c4v.com/home/,"25 Eccleston Place, Eccleston Yards, London SW1W 9NF, UK","Belgium,France,Germany,Israel,Italy,Netherlands,Poland,Portugal,Spain,Switzerland,UK,USA","2. Prototype,3. Early Revenue,4. Scaling","We invest in Smart Hardware, Future of Commerce, Digital Media and Future of Work. ",VC,"$2,000,000","$5,000,000",https://www.linkedin.com/company/c4-ventures/
Cacao Capital VC,https://cacao-capital.com,"VÍA 6 3-56, Z.4, EDIFICIO OEG, GUATEMALA","Guatemala,El Salvador,Honduras,Nicaragua,Costa Rica,Panama,Mexico,USA,Colombia,Brazil,Argentina","3. Early Revenue,4. Scaling","We invest in amazing entrepreneurs with impactful projects, solving big problems in Latin America. We are industry-agnostic and we address small and medium size startups with early revenue and some traction.",VC,"$10,000","$50,000",https://www.linkedin.com/company/cacao-capital/
Candid Insurance Investors,https://www.candidinvestors.com/,"New York City, NY US",USA,"1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO","We invest in US-based insurtech (or just insurance) companies at any stage. The earlier, the better. Mostly focused on the property-casualty sector. ",Angel network,"$50,000","$10,000,000",https://www.linkedin.com/company/candid-insurance-investors
CapHorn,https://caphorn.vc/,"7 rue Drouot, 75009 Paris, France.","France,Canada,Singapore,Switzerland,Germany,UK,Spain,Portugal","3. Early Revenue,4. Scaling",We invest in B2B startups that drive digital transformation. We mainly focus on Seed and Series A in rounds ranging from 2 to 20M€.,VC,"$300,000","$5,000,000",https://www.linkedin.com/company/caphorn-invest/
Capital Energy Quantum,https://capitalenergy-quantum.com/,"Torre Serrano C/ Marqués de Villamagna 3 , Madrid, Spain","Spain,Portugal","3. Early Revenue,4. Scaling","We invest in and around the energy sector: client-focused solutions, digital & data-driven utility, sustainable mobility, smartgrids & storage, renewable generation.",Corporate VC,"$200,000","$500,000",https://www.linkedin.com/company/capitalenergy/
Capnamic,https://capnamic.com/,"Kaiser-Wilhelm-Ring 26, Cologne, NRW 50672, DE","Germany,Austria,Switzerland",3. Early Revenue,We invest in markets and industries characterized by high growth and technological innovation; we believe that disruption is driven by digital transformation.,VC,"$500,000","$3,600,000",https://www.linkedin.com/company/capnamic-ventures/
Carao Ventures,http://www.caraov.com/,"Avenida Las Americas, Sabana Norte, San Jose, Costa Rica","Argentina,Bolivia,Colombia,Costa Rica,Ecuador,Guatemala,Honduras,Panama,Mexico,Peru,Chile,Dominican Republic","2. Prototype,3. Early Revenue,4. Scaling","We invest in startups based in the small and medium markets of Latin America, building products for the region or the world!",VC,"$25,000","$50,000",https://www.linkedin.com/company/carao-ventures/
Cardumen Capital,https://www.cardumencapital.com/,"Núñez de Balboa, 120, 6-Dcha, 28006 Madrid, Madrid, Madrid 28010, ES",Israel,"1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in Israeli B2B deep tech Seed and Series A companies across various sectors including AI, Cybersecurity, and Big Data.",VC,"$1,000,000","$3,000,000",https://www.linkedin.com/company/cardumencapital/
Cathay AfricInvest Innovation,https://cathayinnovation.com/fund/cathay-africinvest-innovation/,"1101, 11th floor, The Core, No 62, ICT Avenue, Cybercity, Ebene, Mauritius","South Africa,Nigeria,Tunisia,Egypt,Kenya,Morocco,Algeria,Côte d'Ivoire","4. Scaling,5. Growth,3. Early Revenue","We invest in early to growth-stage startups based in or focused on Africa that are ready to scale and make a significant impact with innovative and inclusive solutions.

We back mission-driven teams with a particular focus on logistics, e-commerce, edtech, fintech, mobility, healthtech, energy and agtech.

Our initial check sizes range from $1 – $10M for growth-stage or select seed-stage tickets up to $1M.",VC,"$1,000,000","$10,000,000",https://www.linkedin.com/company/africinvestgrp/
Cavalry Ventures,https://cavalry.vc/,"Novalisstraße 12, Berlin, Berlin 10115, Germany","Germany,UK,Ireland,Netherlands,Switzerland,USA,Belgium,Austria,Finland,Estonia,Iceland","1. Idea or Patent,2. Prototype","We invest in software businesses across Europe
- We like to lead financing rounds and leave room open to complement the rounds with great angels
- We do priced rounds and convertibles
- We are interested in consumer/B2C as well as enterprise/B2B",VC,"$600,000","$1,800,000",https://www.linkedin.com/company/cavalry-ventures/
CE Ventures,https://www.crescententerprises.com/ce-ventures/,"Crescent House, P.O Box 2222, Corniche Al Buhaira, Sharjah, AE","UAE,USA,India,Indonesia,Singapore,Saudi Arabia,Egypt","5. Growth,4. Scaling,6. Pre-IPO","We invest in consumer tech (MENA, SE Asia and India), Enterprise tech (US) and deep tech (global).

We typically invest in Series B onwards. ",Corporate VC,"$2,000,000","$7,000,000",https://www.linkedin.com/company/crescent-enterprises
CFV Ventures,https://www.fintechvc.us/,"222 S Church St, Charlotte, North Carolina US","USA,Germany,France,Morocco,Ukraine,UK,Nigeria,Ireland,Australia","3. Early Revenue,4. Scaling,2. Prototype,1. Idea or Patent",We invest in early-stage startups primarily based in the United States or affiliated with the Queen City Fintech Accelerator program. Seed and Series A.,VC,"$50,000","$250,000",https://www.linkedin.com/company/cfv-ventures/
Change Ventures,https://www.changeventures.com/,"Sepise 9, Tallinn, Estonia","Estonia,Latvia,Lithuania,Spain,Germany,UK,USA","3. Early Revenue,4. Scaling",We invest in ambitious Baltic founders wherever they set-up their businesses. Primarily focused on Seed stage companies operating internationally.,VC,"$350,000","$1,300,000",https://www.linkedin.com/company/22305274/
Citizen Capital,http://www.citizencapital.fr/,"16 Place de la République, Paris, 75010, FR",France,"3. Early Revenue,4. Scaling,5. Growth","We invest in ambitious and mission-driven entrepreneurs, trying to solve major social or environmental issues.

We typically participate in rounds from 1 to 10M€, starting pre-series A.

Some portfolio companies : OpenClassrooms, Ulule, RPur, Supermood",VC,"$360,000","$4,800,000",https://www.linkedin.com/company/citizen-capital/
Club degli Investitori,http://www.clubdeglinvestitori.it/,"Via Giacosa 38, 10125 Torino, Italy",Italy,"3. Early Revenue,4. Scaling,5. Growth",We invest in Italian entrepreneurs.,Angel network,"$200,000","$1,200,000",https://www.linkedin.com/company/clubdegliinvestitori/
Cobin Angels,https://www.cobinangels.com/,"Chmielna 73, Warsaw, Poland","Poland,Ukraine,Belarus,Romania,Hungary,Czech Republic,Estonia,Slovakia,Slovenia,Latvia,Bulgaria","2. Prototype,3. Early Revenue,1. Idea or Patent","We invest in Poland and CEE. 

We like Healthcare, companies with proven POC and first revenues. 

We are a generalist, early-stage angel investor community.",Angel network,"$25,000","$250,000",https://www.linkedin.com/company/cobinangels/
Colam Impact,http://www.colamimpact.com/,"25 rue d’Astorg 75008 Paris, France",France,"3. Early Revenue,4. Scaling","We invest in impact companies.

Focus on 5 main themes directly linked to the SDGs: water and sanitation, clean and affordable energy, circular economy, health, access to education, training and employment. 

Worldwide investment scope (solo investment in France but always in co-investment abroad).",VC,"$120,000","$1,220,000",https://www.linkedin.com/company/colamimpact/
Collective Spark,https://www.collectivespark.com/,ITU Ayazaga Ari3 Maslak Istanbul,"Turkey,Romania,Bulgaria,Greece,Albania,Azerbaijan,Kazakhstan,Uzbekistan,Serbia,Austria,Czech Republic,Slovakia,Montenegro,Estonia,Latvia,Lithuania,Poland,Ukraine,Bosnia-H,Croatia,Italy,Kyrgyzstan,Lebanon","2. Prototype,3. Early Revenue","We invest in early-stage SaaS startups, marketplaces, fintech startups.",VC,"$500,000","$1,000,000",https://www.linkedin.com/company/collective-spark/
Collider Ventures,https://www.collider.vc/,"Tel Aviv, Israel 6473925, IL","USA,Israel,Germany,UK,France,Afghanistan","1. Idea or Patent,2. Prototype,3. Early Revenue",We invest and partner with determined entrepreneurs in their long-term quest of disrupting industries. Focus on blockchain and crypto startups.,VC,"$50,000","$1,000,000",https://www.linkedin.com/company/colliderventures
CommerzVentures,https://commerzventures.com/,"Kaiserstr. 20, Frankfurt am Main, Hessen, 60311, DE","Germany,UK,France,Switzerland,Italy,Spain,Australia,Belgium,Netherlands,Portugal,Sweden,Norway,Denmark,Ireland,Greece,Finland,Estonia,Czech Republic,Cyprus,Croatia,Bulgaria,Latvia,Lithuania,Malta,Afghanistan,Hungary,Slovenia,Slovakia,Israel,USA,Poland,Luxembourg,Cabo Verde,Iceland,Canada","3. Early Revenue,4. Scaling","We invest in early-stage FinTech, InsurTech, and Climate-Fintech companies starting at Series A in Europe, Israel and the USA.

The initial investment size ranges from €2.5m to €10m. We invest in the very best startups in a given sector. ",VC,"$3,000,000","$12,000,000",https://www.linkedin.com/company/commerzventures
Company Ventures,https://companyventures.co/,"335 Madison Avenue, New York, NY 10017",USA,"1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in software (sector agnostic) and are particularly interested in Financial, Health & Wellness, Real Estate, and Enterprise Technologies. We deploy pre-seed, seed, and Series A capital through our $34m Fund I; we invest through discrete investment vehicles in growth-stage companies.",VC,"$100,000","$1,000,000",https://www.linkedin.com/company/11522372/admin/
Connect Ventures,https://www.connectventures.co/,"4th Floor, 89 Great Eastern Street, London, EC2A 3HX","Belgium,Croatia,France,Germany,Spain,Denmark,Albania,Greece,Sweden,Netherlands,Latvia","1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in opinionated products, crafted with love and loved by many",VC,"$1,000,000","$2,750,000",https://www.linkedin.com/company/connect-ventures
